usage_id,customer_id,product_module,usage_date,active_users,errors,minutes_used
1257,61,Analytics,2025-03-20,31,5,186
1258,58,Dashboard,2025-05-02,3,1,233
1259,100,UserManagement,2025-02-26,48,2,254
1260,47,Reporting,2025-03-16,10,4,80
1261,66,Analytics,2025-03-23,27,5,171
1262,76,Analytics,2025-06-08,3,1,227
1263,14,Alerts,2025-02-05,35,4,101
1264,58,Alerts,2025-07-06,25,4,104
1265,65,Reporting,2025-02-12,49,1,102
1266,29,Dashboard,2025-07-20,39,2,73
1267,79,UserManagement,2025-06-01,47,5,14
1268,6,UserManagement,2025-07-22,34,5,179
1269,94,Dashboard,2025-06-13,11,4,130
1270,85,Alerts,2025-06-25,11,2,120
1271,67,Analytics,2025-05-16,7,5,160
1272,39,Alerts,2025-06-06,1,1,235
1273,59,Reporting,2025-06-27,23,4,25
1274,83,Alerts,2025-02-27,15,1,142
1275,4,Dashboard,2025-03-12,6,5,265
1276,8,Reporting,2025-06-06,27,4,167
1277,62,Dashboard,2025-03-02,5,0,255
1278,52,Reporting,2025-05-01,8,2,209
1279,55,Analytics,2025-05-21,31,0,165
1280,88,Alerts,2025-06-29,30,2,287
1281,14,Dashboard,2025-02-22,27,3,157
1282,63,Reporting,2025-04-14,35,5,176
1283,92,Alerts,2025-07-12,29,0,200
1284,57,UserManagement,2025-03-13,9,1,124
1285,10,Dashboard,2025-05-27,39,5,233
1286,11,Analytics,2025-05-26,41,4,177
1287,42,Reporting,2025-04-25,1,4,97
1288,78,Dashboard,2025-02-15,20,3,59
1289,19,Dashboard,2025-06-20,31,2,128
1290,9,UserManagement,2025-04-20,31,0,283
1291,17,Analytics,2025-04-06,17,4,125
1292,36,UserManagement,2025-07-10,9,1,170
1293,80,Reporting,2025-05-27,21,3,13
1294,82,Alerts,2025-02-08,43,4,260
1295,75,Dashboard,2025-04-14,35,2,51
1296,71,Reporting,2025-02-04,24,4,80
1297,92,Reporting,2025-06-25,40,5,157
1298,42,Analytics,2025-03-16,43,1,180
1299,49,Dashboard,2025-06-09,46,3,188
1300,77,UserManagement,2025-07-13,7,5,121
1301,68,Alerts,2025-02-20,31,2,62
1302,38,Dashboard,2025-05-24,32,0,95
1303,59,Dashboard,2025-02-19,48,4,38
1304,65,Alerts,2025-02-03,37,3,11
1305,78,Reporting,2025-02-16,13,4,137
1306,56,UserManagement,2025-06-12,9,3,211
1307,13,Dashboard,2025-04-27,15,2,75
1308,90,Reporting,2025-03-09,33,3,104
1309,15,Analytics,2025-02-13,9,5,56
1310,84,Reporting,2025-02-16,10,0,44
1311,84,Alerts,2025-03-23,15,1,251
1312,99,UserManagement,2025-02-27,43,0,131
1313,71,Alerts,2025-06-20,6,4,83
1314,93,Analytics,2025-04-15,48,3,247
1315,28,Reporting,2025-06-22,7,3,263
1316,56,Dashboard,2025-05-12,46,0,90
1317,58,Analytics,2025-04-11,26,5,227
1318,30,Alerts,2025-04-25,19,5,148
1319,53,Reporting,2025-07-25,40,1,284
1320,44,Alerts,2025-02-27,7,1,289
1321,59,Dashboard,2025-05-29,16,4,136
1322,52,Analytics,2025-07-12,15,2,187
1323,54,Analytics,2025-05-23,17,4,294
1324,94,UserManagement,2025-06-30,12,2,174
1325,13,Alerts,2025-03-17,47,0,174
1326,41,UserManagement,2025-07-03,43,2,293
1327,55,Analytics,2025-02-06,20,1,176
1328,41,Reporting,2025-03-13,22,2,97
1329,86,UserManagement,2025-04-18,46,3,102
1330,33,Reporting,2025-07-15,30,4,166
1331,48,UserManagement,2025-05-08,43,1,97
1332,20,Alerts,2025-02-18,38,1,187
1333,88,Alerts,2025-07-09,34,4,81
1334,61,Analytics,2025-04-30,34,2,170
1335,9,Alerts,2025-05-07,37,4,61
1336,12,UserManagement,2025-05-23,18,2,217
1337,11,UserManagement,2025-06-24,49,5,69
1338,12,Reporting,2025-06-04,9,0,267
1339,56,Dashboard,2025-05-22,21,0,177
1340,13,UserManagement,2025-07-29,28,1,260
1341,96,Reporting,2025-07-06,24,3,198
1342,95,Analytics,2025-04-26,43,1,53
1343,48,Alerts,2025-06-05,10,0,239
1344,17,Alerts,2025-04-26,38,0,44
1345,72,UserManagement,2025-07-05,48,5,38
1346,8,Alerts,2025-06-30,3,4,182
1347,76,Analytics,2025-06-17,48,3,36
1348,72,Dashboard,2025-03-19,25,4,280
1349,72,UserManagement,2025-05-14,41,3,34
1350,43,Analytics,2025-03-03,4,3,195
1351,86,Reporting,2025-03-28,13,0,167
1352,16,Dashboard,2025-07-07,12,0,57
1353,53,UserManagement,2025-03-18,1,0,142
1354,46,Alerts,2025-05-03,10,3,239
1355,86,UserManagement,2025-02-02,41,4,242
1356,97,Reporting,2025-03-07,3,1,167
1357,55,Alerts,2025-05-20,16,0,147
1358,93,Dashboard,2025-03-12,11,0,251
1359,7,UserManagement,2025-05-23,26,5,127
1360,37,Analytics,2025-02-26,21,1,197
1361,77,Reporting,2025-07-06,1,4,119
1362,40,UserManagement,2025-07-19,37,2,192
1363,46,Analytics,2025-06-18,31,0,82
1364,14,UserManagement,2025-05-11,31,0,162
1365,74,Reporting,2025-04-23,23,0,234
1366,65,UserManagement,2025-06-15,13,3,280
1367,28,Alerts,2025-05-04,41,4,161
1368,20,Alerts,2025-02-08,37,0,67
1369,85,Analytics,2025-03-17,26,4,246
1370,62,Alerts,2025-03-12,29,5,70
1371,29,Dashboard,2025-03-01,14,2,192
1372,14,Dashboard,2025-04-19,30,0,163
1373,45,UserManagement,2025-03-31,40,2,245
1374,72,Dashboard,2025-03-02,17,5,112
1375,48,Dashboard,2025-06-29,35,4,143
1376,15,Reporting,2025-05-26,29,0,158
1377,98,Reporting,2025-07-29,8,5,114
1378,36,Dashboard,2025-02-06,48,2,28
1379,74,Reporting,2025-03-22,18,0,180
1380,29,Dashboard,2025-06-22,42,3,128
1381,55,Analytics,2025-02-13,50,3,260
1382,72,Reporting,2025-06-29,33,1,271
1383,99,Dashboard,2025-06-25,22,5,283
1384,80,Dashboard,2025-04-26,22,4,25
1385,79,UserManagement,2025-03-08,12,1,123
1386,87,Analytics,2025-05-24,17,4,109
1387,83,Analytics,2025-07-18,22,3,73
1388,72,UserManagement,2025-02-18,32,5,281
1389,4,UserManagement,2025-04-28,50,3,121
1390,78,UserManagement,2025-05-29,36,5,225
1391,85,Alerts,2025-02-08,30,1,52
1392,89,Dashboard,2025-02-26,43,0,45
1393,35,Alerts,2025-04-15,7,5,112
1394,4,Reporting,2025-04-05,43,2,132
1395,24,UserManagement,2025-06-15,22,1,276
1396,35,Dashboard,2025-04-10,49,5,103
1397,90,Dashboard,2025-05-02,34,2,228
1398,98,Reporting,2025-04-03,17,2,29
1399,40,Analytics,2025-03-25,5,0,272
1400,44,Dashboard,2025-05-19,24,3,252
1401,45,Analytics,2025-05-22,28,3,269
1402,1,Dashboard,2025-04-13,42,3,283
1403,24,Alerts,2025-03-20,2,4,99
1404,19,UserManagement,2025-06-03,35,2,295
1405,73,Analytics,2025-05-14,9,3,44
1406,85,Alerts,2025-02-19,7,1,190
1407,52,Dashboard,2025-07-09,15,0,99
1408,9,UserManagement,2025-05-14,30,5,255
1409,19,Alerts,2025-04-18,8,3,288
1410,95,UserManagement,2025-05-12,8,1,253
1411,82,Dashboard,2025-07-08,36,5,110
1412,4,Dashboard,2025-02-19,46,3,14
1413,12,Alerts,2025-07-11,19,3,156
1414,96,Dashboard,2025-07-12,9,5,294
1415,68,Reporting,2025-05-31,23,1,232
1416,28,UserManagement,2025-07-08,20,4,104
1417,49,Dashboard,2025-06-19,29,1,171
1418,54,Dashboard,2025-03-06,28,2,42
1419,59,Reporting,2025-07-17,36,0,170
1420,44,UserManagement,2025-07-10,6,4,102
1421,21,Analytics,2025-05-19,33,0,72
1422,48,Reporting,2025-03-12,12,5,237
1423,40,Reporting,2025-03-27,26,3,166
1424,93,UserManagement,2025-07-29,33,5,219
1425,42,Reporting,2025-04-14,13,5,177
1426,100,UserManagement,2025-02-08,10,3,118
1427,73,Reporting,2025-03-23,44,3,177
1428,77,UserManagement,2025-06-27,15,0,125
1429,11,UserManagement,2025-03-31,50,1,257
1430,7,Analytics,2025-03-26,2,4,272
1431,20,Dashboard,2025-03-22,13,5,35
1432,21,UserManagement,2025-02-06,47,4,61
1433,97,Alerts,2025-02-08,48,0,272
1434,80,Analytics,2025-03-17,23,2,299
1435,7,Analytics,2025-02-03,34,0,64
1436,87,Dashboard,2025-06-30,39,3,192
1437,11,Reporting,2025-04-19,50,4,227
1438,35,Reporting,2025-07-28,10,5,254
1439,57,UserManagement,2025-02-24,37,4,106
1440,85,Analytics,2025-06-13,34,2,159
1441,55,UserManagement,2025-07-30,34,0,152
1442,63,Alerts,2025-04-14,4,1,205
1443,78,Reporting,2025-02-02,35,1,264
1444,57,UserManagement,2025-03-17,24,1,54
1445,54,UserManagement,2025-05-04,35,3,255
1446,35,Analytics,2025-05-30,15,1,236
1447,28,Alerts,2025-02-12,45,0,203
1448,97,Alerts,2025-03-18,34,1,93
1449,66,UserManagement,2025-02-06,11,2,213
1450,15,Alerts,2025-02-26,24,2,43
1451,45,Alerts,2025-07-21,11,5,168
1452,56,Analytics,2025-02-26,7,1,124
1453,15,Analytics,2025-04-08,44,1,117
1454,37,Alerts,2025-06-18,11,2,212
1455,87,UserManagement,2025-02-09,41,3,79
1456,87,Reporting,2025-03-19,41,0,141
1457,76,UserManagement,2025-06-04,40,3,202
1458,63,UserManagement,2025-06-17,15,4,230
1459,68,Reporting,2025-07-12,49,0,144
1460,86,Analytics,2025-04-29,46,3,184
1461,40,UserManagement,2025-06-27,10,0,36
1462,6,Alerts,2025-03-22,35,1,24
1463,29,Alerts,2025-05-02,40,1,28
1464,51,Analytics,2025-07-18,28,5,67
1465,77,Analytics,2025-04-14,13,0,34
1466,8,Analytics,2025-03-27,18,0,282
1467,1,Dashboard,2025-04-25,4,4,293
1468,27,Dashboard,2025-06-18,26,1,184
1469,39,Alerts,2025-04-27,19,0,255
1470,28,UserManagement,2025-07-03,25,3,126
1471,99,Dashboard,2025-05-06,34,0,18
1472,18,UserManagement,2025-02-08,27,1,282
1473,98,Reporting,2025-05-29,31,3,129
1474,33,Alerts,2025-03-15,30,1,184
1475,38,Dashboard,2025-07-01,21,4,93
1476,42,Alerts,2025-05-18,9,5,58
1477,16,Reporting,2025-05-16,47,2,53
1478,1,Reporting,2025-03-30,20,1,286
1479,64,Alerts,2025-05-17,1,3,219
1480,96,Dashboard,2025-05-25,5,3,277
1481,56,Alerts,2025-06-07,17,4,158
1482,23,UserManagement,2025-07-31,46,4,157
1483,17,UserManagement,2025-02-20,36,2,97
1484,49,UserManagement,2025-03-08,43,3,160
1485,69,UserManagement,2025-04-22,20,0,209
1486,91,UserManagement,2025-06-06,14,1,151
1487,30,Reporting,2025-05-14,47,1,273
1488,65,Dashboard,2025-02-17,40,3,274
1489,72,Dashboard,2025-03-22,39,0,162
1490,86,Analytics,2025-07-22,5,5,244
1491,46,Alerts,2025-04-04,4,4,199
1492,10,Reporting,2025-02-23,49,2,234
1493,51,Reporting,2025-03-29,27,2,97
1494,95,Alerts,2025-07-17,9,2,297
1495,6,Alerts,2025-05-01,10,4,199
1496,56,UserManagement,2025-07-30,31,0,261
1497,3,Reporting,2025-02-24,11,5,178
1498,59,Reporting,2025-04-05,49,1,188
1499,10,Alerts,2025-05-08,16,4,276
1500,41,Alerts,2025-05-16,26,2,74
1501,74,Dashboard,2025-05-02,11,0,275
1502,55,UserManagement,2025-07-04,42,1,66
1503,74,Analytics,2025-07-30,27,3,36
1504,52,UserManagement,2025-05-03,26,2,101
1505,91,Reporting,2025-06-14,38,4,83
1506,82,Dashboard,2025-04-20,13,0,46
1507,54,Alerts,2025-05-02,16,0,235
1508,38,Analytics,2025-07-29,23,3,246
1509,15,Reporting,2025-07-06,5,2,285
1510,52,Analytics,2025-04-12,15,2,47
1511,3,UserManagement,2025-03-28,18,0,80
1512,42,Dashboard,2025-06-11,9,1,163
1513,22,UserManagement,2025-07-10,26,3,280
1514,80,Alerts,2025-03-18,8,1,286
1515,59,Dashboard,2025-03-22,47,5,106
1516,89,UserManagement,2025-06-22,48,2,241
1517,47,Analytics,2025-04-17,38,0,51
1518,12,Dashboard,2025-06-30,44,3,246
1519,56,Dashboard,2025-03-29,10,3,17
1520,14,Alerts,2025-07-30,14,4,178
1521,32,Alerts,2025-06-22,29,0,280
1522,56,Analytics,2025-02-13,10,1,163
1523,76,Analytics,2025-05-28,44,3,144
1524,52,Dashboard,2025-06-04,18,5,178
1525,68,Reporting,2025-04-02,49,3,60
1526,11,UserManagement,2025-04-21,21,5,146
1527,51,Dashboard,2025-04-27,1,4,115
1528,40,Analytics,2025-05-16,41,1,227
1529,96,Dashboard,2025-04-29,8,1,264
1530,44,Alerts,2025-04-13,34,0,91
1531,29,UserManagement,2025-06-15,20,0,277
1532,43,Dashboard,2025-03-16,34,1,210
1533,100,Alerts,2025-05-24,7,5,277
1534,22,UserManagement,2025-07-04,50,0,63
1535,10,UserManagement,2025-04-10,41,3,52
1536,66,Reporting,2025-02-13,39,4,103
1537,82,Alerts,2025-04-10,31,4,121
1538,15,UserManagement,2025-06-20,15,1,25
1539,68,Reporting,2025-06-26,43,0,117
1540,66,Reporting,2025-05-02,29,5,280
1541,25,Dashboard,2025-04-11,20,1,267
1542,100,Analytics,2025-07-30,8,2,184
1543,45,Analytics,2025-05-01,35,4,232
1544,45,UserManagement,2025-06-11,48,3,284
1545,94,UserManagement,2025-07-03,40,1,68
1546,83,UserManagement,2025-06-13,30,4,51
1547,19,Dashboard,2025-05-20,10,4,135
1548,31,Reporting,2025-07-21,5,2,261
1549,14,Analytics,2025-06-27,49,5,285
1550,19,Alerts,2025-04-21,47,3,50
1551,33,Analytics,2025-04-15,22,5,150
1552,26,Reporting,2025-05-08,18,5,182
1553,23,Reporting,2025-07-23,3,4,15
1554,78,Alerts,2025-06-20,25,3,21
1555,20,Dashboard,2025-02-11,17,1,95
1556,98,Analytics,2025-06-11,8,3,63
1557,98,UserManagement,2025-03-31,41,1,237
1558,84,Dashboard,2025-02-11,30,4,249
1559,10,UserManagement,2025-05-24,28,1,34
1560,23,Analytics,2025-07-01,38,0,199
1561,99,Alerts,2025-04-15,11,4,171
1562,81,Dashboard,2025-03-28,46,1,85
1563,64,Analytics,2025-03-13,45,4,296
1564,60,UserManagement,2025-03-27,32,5,227
1565,97,Analytics,2025-02-07,49,2,226
1566,73,Reporting,2025-06-29,19,3,116
1567,98,Reporting,2025-05-09,15,0,123
1568,75,Analytics,2025-04-20,34,2,201
1569,58,UserManagement,2025-03-25,7,1,55
1570,88,Reporting,2025-04-23,6,4,170
1571,73,Analytics,2025-06-28,47,3,268
1572,83,Analytics,2025-07-03,39,5,285
1573,82,UserManagement,2025-07-04,39,0,20
1574,80,Reporting,2025-07-26,24,3,247
1575,42,UserManagement,2025-06-29,16,5,16
1576,81,UserManagement,2025-06-22,43,4,173
1577,41,UserManagement,2025-05-04,32,4,109
1578,20,Reporting,2025-03-25,45,5,74
1579,57,Reporting,2025-07-28,28,5,212
1580,9,Dashboard,2025-02-06,27,3,20
1581,61,Alerts,2025-06-01,4,3,72
1582,57,Analytics,2025-07-18,41,5,72
1583,81,Alerts,2025-02-08,7,0,133
1584,39,UserManagement,2025-05-05,50,3,50
1585,36,Dashboard,2025-04-13,18,3,15
1586,76,Dashboard,2025-03-01,47,5,137
1587,8,Analytics,2025-07-29,47,0,282
1588,46,Analytics,2025-04-11,18,3,74
1589,65,Alerts,2025-03-31,17,3,252
1590,10,Alerts,2025-05-18,41,1,167
1591,40,Reporting,2025-05-20,33,3,78
1592,60,Alerts,2025-03-29,22,4,171
1593,58,Alerts,2025-07-10,27,1,188
1594,5,UserManagement,2025-04-13,43,0,72
1595,8,Dashboard,2025-05-29,17,2,134
1596,48,Alerts,2025-02-23,23,0,228
1597,37,Reporting,2025-06-22,6,3,31
1598,10,Alerts,2025-03-23,1,4,40
1599,83,UserManagement,2025-06-14,7,1,281
1600,12,Analytics,2025-05-29,46,0,177
1601,79,UserManagement,2025-05-21,32,5,283
1602,77,Reporting,2025-07-02,16,1,61
1603,65,Analytics,2025-05-25,38,1,267
1604,50,Dashboard,2025-02-02,32,1,72
1605,60,Reporting,2025-05-29,15,5,31
1606,75,Reporting,2025-02-11,38,2,155
1607,71,Alerts,2025-04-13,28,2,177
1608,95,Reporting,2025-06-11,43,5,41
1609,6,Dashboard,2025-04-01,18,1,79
1610,58,Dashboard,2025-07-05,7,0,163
1611,74,Dashboard,2025-02-02,50,3,118
1612,84,Reporting,2025-03-25,46,5,246
1613,25,UserManagement,2025-02-25,32,5,115
1614,42,Reporting,2025-06-15,36,2,215
1615,78,Alerts,2025-06-13,39,0,45
1616,61,Dashboard,2025-03-02,37,2,185
1617,65,Alerts,2025-02-20,25,4,281
1618,20,Dashboard,2025-02-19,39,3,264
1619,8,Alerts,2025-06-23,34,0,115
1620,58,Analytics,2025-06-03,43,5,204
1621,14,Analytics,2025-07-01,25,2,215
1622,44,Dashboard,2025-06-28,3,3,81
1623,92,Alerts,2025-04-20,39,4,235
1624,11,Reporting,2025-07-22,7,1,50
1625,65,UserManagement,2025-05-22,38,5,121
1626,83,Reporting,2025-06-12,42,0,188
1627,23,Reporting,2025-06-24,7,4,270
1628,6,UserManagement,2025-04-13,37,5,215
1629,32,UserManagement,2025-07-27,7,1,300
1630,91,Alerts,2025-02-24,8,0,135
1631,57,UserManagement,2025-06-10,49,4,117
1632,57,Analytics,2025-07-08,16,1,190
1633,68,UserManagement,2025-07-18,24,2,133
1634,67,Reporting,2025-04-25,38,4,40
1635,79,Dashboard,2025-04-18,44,3,13
1636,21,Analytics,2025-03-19,46,3,180
1637,47,UserManagement,2025-05-14,39,4,288
1638,48,UserManagement,2025-02-02,27,0,174
1639,37,Dashboard,2025-02-19,26,4,230
1640,50,Alerts,2025-06-02,46,4,56
1641,53,Reporting,2025-06-05,48,4,197
1642,100,Dashboard,2025-05-06,3,5,159
1643,44,Alerts,2025-04-13,23,2,240
1644,87,Reporting,2025-03-31,42,1,136
1645,77,UserManagement,2025-07-16,29,3,54
1646,7,Alerts,2025-03-23,30,4,181
1647,81,Dashboard,2025-04-13,37,4,207
1648,83,Analytics,2025-02-17,34,4,202
1649,43,Dashboard,2025-07-18,3,2,132
1650,9,Dashboard,2025-05-15,26,4,259
1651,43,Analytics,2025-07-03,41,0,300
1652,13,Alerts,2025-05-24,48,1,105
1653,72,Alerts,2025-04-29,50,1,192
1654,87,Dashboard,2025-05-21,28,0,187
1655,50,Dashboard,2025-05-03,43,2,69
1656,37,Alerts,2025-04-15,2,0,61
1657,33,Analytics,2025-05-29,14,4,204
1658,93,Reporting,2025-05-11,37,5,158
1659,85,Analytics,2025-07-19,12,5,136
1660,78,UserManagement,2025-06-15,2,1,211
1661,20,Dashboard,2025-07-21,41,5,31
1662,43,Alerts,2025-07-31,22,4,78
1663,11,Analytics,2025-07-18,7,3,270
1664,75,UserManagement,2025-02-12,19,5,132
1665,85,UserManagement,2025-05-10,27,4,251
1666,19,Dashboard,2025-06-07,2,5,258
1667,45,Reporting,2025-05-19,47,5,103
1668,40,Reporting,2025-04-02,30,2,243
1669,84,UserManagement,2025-05-21,17,4,24
1670,90,Analytics,2025-02-26,23,2,91
1671,85,UserManagement,2025-07-06,44,5,288
1672,51,Dashboard,2025-04-12,23,1,225
1673,17,Dashboard,2025-06-14,23,2,203
1674,77,Reporting,2025-05-28,16,4,219
1675,91,UserManagement,2025-03-28,18,2,12
1676,11,Alerts,2025-04-29,29,5,185
1677,40,Alerts,2025-05-07,4,4,137
1678,72,Analytics,2025-05-15,21,4,161
1679,49,Analytics,2025-07-03,30,4,100
1680,83,Reporting,2025-07-07,45,5,276
1681,43,Dashboard,2025-02-10,41,0,52
1682,17,Alerts,2025-07-28,17,5,203
1683,86,Alerts,2025-02-07,50,0,140
1684,90,Alerts,2025-03-12,11,2,141
1685,95,Alerts,2025-06-28,14,2,45
1686,88,Reporting,2025-05-08,36,3,221
1687,68,UserManagement,2025-04-30,50,5,49
1688,12,Alerts,2025-04-30,36,4,27
1689,83,Dashboard,2025-03-03,42,4,63
1690,86,Alerts,2025-03-18,21,3,246
1691,55,Analytics,2025-02-27,48,0,175
1692,66,Dashboard,2025-04-27,26,5,114
1693,47,UserManagement,2025-06-01,49,5,181
1694,3,Alerts,2025-02-15,23,3,284
1695,47,Reporting,2025-05-22,50,0,163
1696,40,Reporting,2025-06-08,12,2,219
1697,24,Alerts,2025-03-04,32,1,145
1698,28,Analytics,2025-04-24,6,1,31
1699,44,Reporting,2025-07-09,22,4,201
1700,99,Dashboard,2025-07-04,23,3,73
1701,63,Analytics,2025-06-28,40,3,29
1702,25,UserManagement,2025-02-20,35,3,106
1703,29,UserManagement,2025-02-27,48,3,296
1704,18,Reporting,2025-07-01,15,1,289
1705,20,Analytics,2025-07-21,21,4,10
1706,10,Reporting,2025-03-03,20,5,79
1707,38,UserManagement,2025-02-14,7,1,261
1708,13,Reporting,2025-06-13,47,0,119
1709,65,Analytics,2025-06-12,6,4,14
1710,99,Alerts,2025-04-08,41,3,145
1711,70,UserManagement,2025-07-06,26,2,83
1712,95,Alerts,2025-07-12,21,3,259
1713,68,Analytics,2025-03-14,40,0,224
1714,5,UserManagement,2025-02-23,32,4,116
1715,85,Reporting,2025-05-05,41,0,226
1716,44,Reporting,2025-05-15,12,5,78
1717,99,Reporting,2025-04-01,49,5,270
1718,80,UserManagement,2025-06-10,25,5,62
1719,17,UserManagement,2025-03-17,13,3,144
1720,77,Reporting,2025-06-22,17,3,142
1721,49,Reporting,2025-07-20,46,4,148
1722,20,Alerts,2025-06-29,32,4,242
1723,21,UserManagement,2025-06-12,23,3,69
1724,24,Reporting,2025-04-15,22,3,280
1725,89,Analytics,2025-03-13,29,4,127
1726,99,Reporting,2025-05-28,24,1,172
1727,80,UserManagement,2025-03-10,49,4,118
1728,22,Reporting,2025-05-04,11,4,21
1729,93,Alerts,2025-04-29,11,3,220
1730,57,Dashboard,2025-04-08,21,4,32
1731,6,UserManagement,2025-02-20,2,3,224
1732,53,UserManagement,2025-07-01,8,5,263
1733,47,Dashboard,2025-04-11,13,1,215
1734,87,Reporting,2025-07-14,38,1,143
1735,93,Alerts,2025-03-30,20,2,11
1736,31,Reporting,2025-04-15,33,4,98
1737,57,Dashboard,2025-03-19,45,4,98
1738,79,Alerts,2025-03-25,42,1,268
1739,37,Analytics,2025-07-26,36,3,284
1740,97,Analytics,2025-06-19,19,5,152
1741,96,Alerts,2025-02-28,49,0,270
1742,58,Analytics,2025-05-22,36,5,242
1743,30,Alerts,2025-02-03,35,4,148
1744,69,Reporting,2025-06-28,12,2,173
1745,31,Reporting,2025-05-18,26,5,189
1746,40,Dashboard,2025-07-20,40,4,67
1747,61,Reporting,2025-03-09,45,0,131
1748,25,Reporting,2025-07-16,5,3,178
1749,48,Dashboard,2025-02-04,13,5,285
1750,87,UserManagement,2025-06-13,6,1,242
1751,74,UserManagement,2025-04-21,6,5,79
1752,57,Alerts,2025-03-27,46,5,261
1753,60,UserManagement,2025-02-06,39,1,73
1754,99,UserManagement,2025-03-17,43,2,242
1755,37,UserManagement,2025-03-22,26,0,146
1756,100,Reporting,2025-07-12,17,5,110
1757,49,UserManagement,2025-06-19,10,2,20
1758,65,Reporting,2025-04-10,46,0,227
1759,68,Reporting,2025-03-23,22,5,293
1760,54,Dashboard,2025-04-24,35,2,296
1761,21,Alerts,2025-03-10,23,3,71
1762,26,Dashboard,2025-04-23,26,3,64
1763,78,Analytics,2025-04-20,9,5,206
1764,18,Reporting,2025-02-26,25,4,148
1765,33,UserManagement,2025-05-23,7,2,27
1766,7,UserManagement,2025-06-09,48,5,113
1767,83,Analytics,2025-06-14,19,3,166
1768,62,Alerts,2025-07-31,40,4,116
1769,48,Reporting,2025-06-21,37,0,267
1770,71,Analytics,2025-03-07,6,0,277
1771,14,Analytics,2025-06-06,21,5,43
1772,92,Analytics,2025-03-02,15,0,269
1773,67,Reporting,2025-02-03,29,1,262
1774,16,Reporting,2025-07-29,3,2,115
1775,37,Reporting,2025-03-22,16,4,290
1776,11,Reporting,2025-04-06,36,1,250
1777,98,Dashboard,2025-03-25,10,5,236
1778,21,Analytics,2025-03-19,43,2,193
1779,35,Dashboard,2025-05-26,18,2,272
1780,58,Alerts,2025-05-15,2,2,123
1781,66,Analytics,2025-06-05,32,2,129
1782,19,Reporting,2025-05-17,15,1,119
1783,56,Reporting,2025-05-24,45,4,217
1784,12,Reporting,2025-03-12,15,3,155
1785,29,Dashboard,2025-07-01,16,3,253
1786,58,Reporting,2025-06-18,15,4,240
1787,45,Analytics,2025-06-04,29,3,17
1788,4,UserManagement,2025-07-20,42,1,138
1789,54,Analytics,2025-03-17,14,1,58
1790,7,Alerts,2025-06-01,10,2,129
1791,51,Analytics,2025-05-18,1,4,14
1792,65,Reporting,2025-07-21,19,2,16
1793,48,Analytics,2025-02-18,16,1,67
1794,31,Analytics,2025-06-24,2,5,188
1795,50,Dashboard,2025-05-21,40,1,108
1796,11,UserManagement,2025-06-27,31,5,272
1797,48,Analytics,2025-05-23,29,1,224
1798,29,Alerts,2025-07-18,27,5,21
1799,4,Analytics,2025-02-17,36,4,105
1800,41,UserManagement,2025-05-29,36,5,289
1801,13,UserManagement,2025-06-08,37,4,75
1802,92,UserManagement,2025-03-17,13,2,212
1803,84,UserManagement,2025-07-02,27,3,78
1804,43,UserManagement,2025-07-31,12,1,188
1805,19,Dashboard,2025-02-15,34,1,145
1806,18,UserManagement,2025-05-04,38,4,95
1807,5,Dashboard,2025-02-20,26,4,30
1808,37,Analytics,2025-02-27,41,0,144
1809,61,Analytics,2025-04-28,37,2,44
1810,90,Dashboard,2025-05-09,25,3,97
1811,18,Reporting,2025-07-10,48,1,129
1812,98,UserManagement,2025-03-13,17,2,53
1813,91,UserManagement,2025-05-25,46,0,27
1814,61,Analytics,2025-06-27,24,5,192
1815,58,Dashboard,2025-04-18,17,5,240
1816,79,UserManagement,2025-02-25,28,2,246
1817,1,Analytics,2025-05-17,24,1,78
1818,11,UserManagement,2025-05-09,24,4,13
1819,3,Dashboard,2025-07-17,16,2,147
1820,33,Reporting,2025-02-21,21,5,153
1821,28,Alerts,2025-07-29,35,3,43
1822,20,Analytics,2025-05-01,23,1,20
1823,71,Analytics,2025-06-05,5,2,38
1824,94,Alerts,2025-05-21,45,3,263
1825,78,Alerts,2025-06-16,9,1,149
1826,68,Analytics,2025-05-27,21,4,61
1827,55,Reporting,2025-07-27,45,1,299
1828,15,Analytics,2025-03-16,16,3,120
1829,100,Alerts,2025-02-13,35,4,91
1830,37,UserManagement,2025-03-04,38,1,148
1831,31,Dashboard,2025-07-04,9,5,200
1832,39,UserManagement,2025-02-05,7,1,132
1833,16,Reporting,2025-04-25,33,2,292
1834,7,Analytics,2025-02-14,46,4,48
1835,31,Analytics,2025-05-27,31,4,40
1836,54,Dashboard,2025-02-21,35,5,257
1837,82,UserManagement,2025-02-19,21,2,168
1838,80,Dashboard,2025-02-27,7,0,60
1839,59,Reporting,2025-03-12,39,1,83
1840,9,UserManagement,2025-06-09,15,4,83
1841,15,UserManagement,2025-04-09,47,0,151
1842,64,Reporting,2025-06-05,23,4,288
1843,77,Analytics,2025-05-09,46,5,248
1844,69,Analytics,2025-05-24,45,3,24
1845,3,Alerts,2025-06-09,42,2,295
1846,81,Analytics,2025-03-05,36,2,253
1847,66,Dashboard,2025-02-20,15,0,87
1848,74,Reporting,2025-04-21,30,5,209
1849,31,Analytics,2025-06-22,18,3,140
1850,92,UserManagement,2025-04-08,37,4,218
1851,19,Reporting,2025-06-02,4,2,114
1852,38,Analytics,2025-04-11,30,3,103
